blog,photography,black,modern,no,"Dark background, large hero images, minimal overlays, serif captions"
marketplace,young,red,card-based,yes,"Dynamic card layout, red action accents, trust badges, clear seller information"
marketplace,enterprise,neutral,classic,no,"Structured list with filters, neutral palette, enterprise verification badges"
webapp,tech,blue,minimal,yes,"Interface-first design, blue primary, compact components, focus on usability and onboarding"
webapp,creative,purple,modern,no,"Creative UI elements, purple accents, playful microcopy and illustrations"
docs,tech,neutral,classic,no,"Neutral reading surface, monospace for code blocks, left nav with search and versioning"
docs,developer,blue,classic,no,"Blue link accents, comfortable line lengths, collapsible sections for API reference"
dashboard,enterprise,neutral,grid,yes,"Data-dense grid, neutral palette, strong typographic hierarchy for metrics and charts"
dashboard,saas,blue,modern,yes,"Blue accents for key data, card-based widgets, responsive layout for mobile dashboards"
resume,professional,neutral,one-page,no,"Clean resume layout, neutral palette, clear sections and readable fonts for printing"
event,creative,purple,one-page,no,"Vibrant purple hero, schedule grid, speaker cards with photos, ticket CTA prominent"
event,corporate,blue,classic,no,"Professional blue palette, schedule and sponsor sections, clear registration flow"
landing,nonprofit,green,one-page,no,"Green accent for calls to action, mission-first hero, impact metrics in cards"
ecommerce,subscription,blue,card-based,yes,"Subscription-focused layout, blue trust accents, clear plans and features comparison"
portfolio,ux,neutral,minimal,no,"Minimal palette, focus on case study storytelling, process diagrams and outcomes emphasized"
blog,health,green,classic,no,"Soothing green palette, readable typography, sidebar for related articles and references"
project_type,audience,color_pref,layout_pref,award_winner,recommendation
saas,designer,green,modern,yes,"High-contrast modern navigation, green accents, modern layout, award-winning design"
landing,creative,orange,modern,yes,"Readable modern widgets, orange accents, modern layout, award-winning design"
blog,startup,red,minimal,yes,"Friendly professional gallery, red accents, minimal layout, award-winning design"
event,tech,neutral,minimal,no,"Minimal bold charts, neutral accents, minimal layout, standard design"
dashboard,nonprofit,purple,modern,no,"Friendly bold metrics, purple accents, modern layout, standard design"
education,developer,black,classic,no,"Readable playful CTA, black accents, classic layout, standard design"
landing,professional,orange,minimal,no,"Expressive playful cards, orange accents, minimal layout, standard design"
portfolio,saas,red,card-based,yes,"Dark minimal sections, red accents, card-based layout, award-winning design"
event,designer,neutral,one-page,no,"Subtle professional grid, neutral accents, one-page layout, standard design"
resume,photography,neutral,card-based,yes,"Minimal classic navigation, neutral accents, card-based layout, award-winning design"
resume,general,green,card-based,yes,"Dark serif cards, green accents, card-based layout, award-winning design"
education,corporate,black,classic,no,"Vibrant minimal widgets, black accents, classic layout, standard design"
nonprofit,tech,green,card-based,no,"Stylish modern navigation, green accents, card-based layout, standard design"
portfolio,saas,neutral,one-page,no,"Soothing minimal charts, neutral accents, one-page layout, standard design"
webapp,nonprofit,black,grid,yes,"Friendly sans-serif widgets, black accents, grid layout, award-winning design"
blog,corporate,orange,modern,no,"Subtle professional hero, orange accents, modern layout, standard design"
webapp,enterprise,green,card-based,no,"Corporate bold metrics, green accents, card-based layout, standard design"
saas,nonprofit,neutral,card-based,no,"High-contrast playful widgets, neutral accents, card-based layout, standard design"
nonprofit,startup,neutral,classic,no,"Clean monospace hero, neutral accents, classic layout, standard design"
nonprofit,corporate,red,modern,no,"Dark modern dashboard, red accents, modern layout, standard design"
education,creative,orange,grid,no,"Dark bold metrics, orange accents, grid layout, standard design"
docs,startup,black,grid,yes,"Vibrant display sections, black accents, grid layout, award-winning design"
saas,creative,green,modern,no,"Soothing display dashboard, green accents, modern layout, standard design"
ecommerce,startup,red,one-page,yes,"Soothing bold CTA, red accents, one-page layout, award-winning design"
nonprofit,general,neutral,one-page,yes,"Vibrant display typography, neutral accents, one-page layout, award-winning design"
marketplace,creative,neutral,grid,no,"Clean sans-serif CTA, neutral accents, grid layout, standard design"
ecommerce,developer,purple,one-page,no,"Subtle minimal dashboard, purple accents, one-page layout, standard design"
agency,ux,orange,grid,yes,"Clean modern hero, orange accents, grid layout, award-winning design"
marketplace,saas,black,modern,yes,"Corporate professional cards, black accents, modern layout, award-winning design"
webapp,developer,purple,card-based,yes,"Expressive playful hero, purple accents, card-based layout, award-winning design"
webapp,professional,purple,grid,no,"Expressive sans-serif sidebar, purple accents, grid layout, standard design"
dashboard,general,black,minimal,yes,"Clean sans-serif hero, black accents, minimal layout, award-winning design"
education,photography,green,one-page,yes,"High-contrast classic cards, green accents, one-page layout, award-winning design"
saas,enterprise,orange,grid,no,"Stylish classic sections, orange accents, grid layout, standard design"
resume,photography,red,classic,no,"Corporate sans-serif metrics, red accents, classic layout, standard design"
ecommerce,general,green,modern,yes,"Subtle display navigation, green accents, modern layout, award-winning design"
landing,corporate,orange,one-page,yes,"Readable playful CTA, orange accents, one-page layout, award-winning design"
webapp,ux,black,card-based,yes,"Warm sans-serif metrics, black accents, card-based layout, award-winning design"
portfolio,nonprofit,blue,classic,yes,"High-contrast monospace metrics, blue accents, classic layout, award-winning design"
marketplace,tech,purple,one-page,yes,"Expressive sans-serif grid, purple accents, one-page layout, award-winning design"
education,saas,green,minimal,yes,"Corporate playful CTA, green accents, minimal layout, award-winning design"
landing,startup,orange,one-page,yes,"Stylish classic grid, orange accents, one-page layout, award-winning design"
blog,designer,orange,grid,yes,"Minimal display widgets, orange accents, grid layout, award-winning design"
resume,developer,orange,classic,no,"Corporate monospace charts, orange accents, classic layout, standard design"
event,tech,red,card-based,yes,"Subtle classic charts, red accents, card-based layout, award-winning design"
portfolio,designer,purple,one-page,no,"Readable modern widgets, purple accents, one-page layout, standard design"
blog,creative,orange,grid,yes,"Friendly sans-serif typography, orange accents, grid layout, award-winning design"
landing,general,black,classic,yes,"Minimal classic charts, black accents, classic layout, award-winning design"
landing,general,orange,modern,yes,"Vibrant modern grid, orange accents, modern layout, award-winning design"
dashboard,corporate,purple,minimal,yes,"Readable monospace hero, purple accents, minimal layout, award-winning design"
webapp,tech,purple,one-page,yes,"Minimal modern hero, purple accents, one-page layout, award-winning design"
dashboard,nonprofit,green,minimal,no,"Subtle modern metrics, green accents, minimal layout, standard design"
webapp,designer,black,minimal,no,"Clean playful hero, black accents, minimal layout, standard design"
event,nonprofit,blue,classic,yes,"Stylish monospace widgets, blue accents, classic layout, award-winning design"
event,tech,black,classic,no,"Warm serif navigation, black accents, classic layout, standard design"
event,subscription,purple,grid,no,"High-contrast classic charts, purple accents, grid layout, standard design"
marketplace,creative,blue,modern,yes,"Stylish minimal charts, blue accents, modern layout, award-winning design"
dashboard,subscription,black,grid,yes,"Clean display widgets, black accents, grid layout, award-winning design"
education,tech,red,one-page,no,"Friendly playful sidebar, red accents, one-page layout, standard design"
event,tech,black,classic,no,"Dark minimal charts, black accents, classic layout, standard design"
agency,subscription,blue,classic,no,"Dark display gallery, blue accents, classic layout, standard design"
agency,enterprise,neutral,minimal,no,"Large professional metrics, neutral accents, minimal layout, standard design"
dashboard,saas,green,one-page,yes,"Vibrant display hero, green accents, one-page layout, award-winning design"
saas,ux,neutral,minimal,yes,"Vibrant bold hero, neutral accents, minimal layout, award-winning design"
webapp,ux,black,modern,yes,"High-contrast bold navigation, black accents, modern layout, award-winning design"
nonprofit,subscription,green,classic,no,"Friendly minimal sections, green accents, classic layout, standard design"
webapp,subscription,blue,grid,no,"Vibrant serif gallery, blue accents, grid layout, standard design"
portfolio,ux,green,minimal,no,"Large playful gallery, green accents, minimal layout, standard design"
docs,creative,orange,one-page,yes,"Large monospace gallery, orange accents, one-page layout, award-winning design"
portfolio,health,red,one-page,no,"Vibrant sans-serif cards, red accents, one-page layout, standard design"
nonprofit,saas,blue,card-based,yes,"High-contrast modern cards, blue accents, card-based layout, award-winning design"
webapp,developer,red,minimal,no,"Dark bold gallery, red accents, minimal layout, standard design"
nonprofit,designer,blue,one-page,no,"Dark bold hero, blue accents, one-page layout, standard design"
marketplace,tech,purple,minimal,no,"Stylish display dashboard, purple accents, minimal layout, standard design"
event,young,neutral,modern,yes,"Friendly professional sidebar, neutral accents, modern layout, award-winning design"
landing,saas,purple,grid,no,"Warm monospace sections, purple accents, grid layout, standard design"
dashboard,startup,purple,grid,yes,"Warm bold metrics, purple accents, grid layout, award-winning design"
docs,health,neutral,classic,yes,"Expressive monospace hero, neutral accents, classic layout, award-winning design"
saas,young,blue,minimal,yes,"Dark bold sidebar, blue accents, minimal layout, award-winning design"
landing,nonprofit,black,one-page,yes,"Expressive modern charts, black accents, one-page layout, award-winning design"
ecommerce,health,neutral,grid,no,"Readable minimal navigation, neutral accents, grid layout, standard design"
nonprofit,nonprofit,orange,grid,no,"Expressive display grid, orange accents, grid layout, standard design"
saas,tech,black,classic,yes,"Friendly modern grid, black accents, classic layout, award-winning design"
saas,health,black,grid,no,"Vibrant minimal grid, black accents, grid layout, standard design"
webapp,developer,neutral,grid,yes,"Clean monospace cards, neutral accents, grid layout, award-winning design"
dashboard,health,purple,modern,yes,"High-contrast minimal metrics, purple accents, modern layout, award-winning design"
education,corporate,neutral,modern,yes,"Large modern hero, neutral accents, modern layout, award-winning design"
dashboard,nonprofit,neutral,modern,no,"Large display dashboard, neutral accents, modern layout, standard design"
portfolio,creative,green,minimal,yes,"High-contrast bold navigation, green accents, minimal layout, award-winning design"
nonprofit,startup,black,minimal,no,"Friendly serif CTA, black accents, minimal layout, standard design"
marketplace,subscription,neutral,grid,no,"High-contrast classic charts, neutral accents, grid layout, standard design"
blog,subscription,purple,card-based,no,"Expressive bold sections, purple accents, card-based layout, standard design"
docs,professional,red,modern,yes,"Minimal sans-serif cards, red accents, modern layout, award-winning design"
webapp,corporate,black,grid,no,"Readable display gallery, black accents, grid layout, standard design"
dashboard,corporate,orange,minimal,yes,"High-contrast classic typography, orange accents, minimal layout, award-winning design"
marketplace,subscription,orange,classic,no,"Friendly serif navigation, orange accents, classic layout, standard design"
resume,saas,green,grid,no,"Subtle sans-serif charts, green accents, grid layout, standard design"
dashboard,developer,purple,one-page,no,"Stylish minimal grid, purple accents, one-page layout, standard design"
agency,professional,red,card-based,yes,"Minimal modern sections, red accents, card-based layout, award-winning design"
ecommerce,saas,green,one-page,no,"Readable monospace CTA, green accents, one-page layout, standard design"
event,corporate,purple,grid,yes,"Large sans-serif gallery, purple accents, grid layout, award-winning design"
agency,startup,black,grid,no,"Stylish bold gallery, black accents, grid layout, standard design"
dashboard,ux,neutral,minimal,yes,"Friendly bold cards, neutral accents, minimal layout, award-winning design"
marketplace,ux,blue,one-page,yes,"Corporate modern cards, blue accents, one-page layout, award-winning design"
ecommerce,general,black,grid,no,"Large sans-serif cards, black accents, grid layout, standard design"
docs,saas,green,minimal,yes,"Soothing monospace gallery, green accents, minimal layout, award-winning design"
event,startup,green,grid,yes,"Stylish bold sidebar, green accents, grid layout, award-winning design"
ecommerce,health,green,grid,yes,"Expressive sans-serif grid, green accents, grid layout, award-winning design"
ecommerce,professional,blue,grid,yes,"Soothing sans-serif grid, blue accents, grid layout, award-winning design"
event,nonprofit,orange,grid,no,"Minimal playful metrics, orange accents, grid layout, standard design"
webapp,professional,black,minimal,yes,"Large monospace dashboard, black accents, minimal layout, award-winning design"
nonprofit,professional,green,card-based,yes,"Clean monospace sections, green accents, card-based layout, award-winning design"
education,nonprofit,red,grid,no,"Vibrant display grid, red accents, grid layout, standard design"
webapp,ux,blue,one-page,no,"High-contrast professional navigation, blue accents, one-page layout, standard design"
marketplace,photography,red,classic,no,"Friendly serif grid, red accents, classic layout, standard design"
agency,saas,green,classic,yes,"Clean minimal dashboard, green accents, classic layout, award-winning design"
nonprofit,professional,red,card-based,no,"High-contrast monospace gallery, red accents, card-based layout, standard design"
dashboard,photography,red,card-based,yes,"Vibrant serif typography, red accents, card-based layout, award-winning design"
landing,corporate,blue,one-page,no,"Clean classic widgets, blue accents, one-page layout, standard design"
dashboard,developer,black,card-based,no,"Large sans-serif charts, black accents, card-based layout, standard design"
resume,subscription,purple,card-based,no,"Stylish display sections, purple accents, card-based layout, standard design"
event,general,green,card-based,no,"Corporate monospace dashboard, green accents, card-based layout, standard design"
saas,tech,black,modern,yes,"Readable professional widgets, black accents, modern layout, award-winning design"
resume,ux,purple,modern,yes,"Warm monospace charts, purple accents, modern layout, award-winning design"
event,health,blue,modern,no,"Large modern sidebar, blue accents, modern layout, standard design"
dashboard,subscription,green,classic,no,"Clean classic sections, green accents, classic layout, standard design"
portfolio,saas,blue,classic,yes,"Vibrant sans-serif navigation, blue accents, classic layout, award-winning design"
docs,enterprise,purple,card-based,no,"Minimal minimal widgets, purple accents, card-based layout, standard design"
education,enterprise,black,minimal,no,"Readable bold grid, black accents, minimal layout, standard design"
blog,young,orange,minimal,yes,"Minimal professional navigation, orange accents, minimal layout, award-winning design"
dashboard,creative,red,card-based,no,"Vibrant bold typography, red accents, card-based layout, standard design"
blog,startup,black,modern,no,"Vibrant playful typography, black accents, modern layout, standard design"
dashboard,health,blue,card-based,yes,"Subtle monospace CTA, blue accents, card-based layout, award-winning design"
saas,professional,neutral,card-based,no,"Clean minimal dashboard, neutral accents, card-based layout, standard design"
agency,subscription,red,one-page,no,"Soothing sans-serif cards, red accents, one-page layout, standard design"
portfolio,designer,blue,modern,no,"Readable serif gallery, blue accents, modern layout, standard design"
event,corporate,purple,one-page,no,"Corporate bold sections, purple accents, one-page layout, standard design"
agency,designer,blue,card-based,no,"Warm professional charts, blue accents, card-based layout, standard design"
agency,professional,purple,grid,no,"Large classic gallery, purple accents, grid layout, standard design"
agency,creative,neutral,classic,no,"High-contrast professional CTA, neutral accents, classic layout, standard design"
saas,startup,orange,minimal,yes,"Minimal professional sidebar, orange accents, minimal layout, award-winning design"
resume,saas,orange,one-page,no,"Minimal classic grid, orange accents, one-page layout, standard design"
education,ux,red,modern,yes,"Expressive minimal typography, red accents, modern layout, award-winning design"
blog,subscription,orange,minimal,yes,"Minimal modern navigation, orange accents, minimal layout, award-winning design"
agency,designer,orange,one-page,no,"Clean display metrics, orange accents, one-page layout, standard design"
webapp,subscription,red,classic,no,"Soothing display typography, red accents, classic layout, standard design"
landing,young,red,card-based,yes,"Large bold dashboard, red accents, card-based layout, award-winning design"
marketplace,saas,blue,minimal,yes,"Readable serif grid, blue accents, minimal layout, award-winning design"
nonprofit,nonprofit,purple,grid,no,"Minimal professional dashboard, purple accents, grid layout, standard design"
landing,developer,black,grid,no,"Vibrant serif sections, black accents, grid layout, standard design"
blog,enterprise,purple,card-based,yes,"Subtle monospace grid, purple accents, card-based layout, award-winning design"
blog,tech,red,one-page,yes,"Warm professional CTA, red accents, one-page layout, award-winning design"
nonprofit,developer,neutral,classic,no,"Large modern sections, neutral accents, classic layout, standard design"
landing,enterprise,red,card-based,yes,"Corporate display charts, red accents, card-based layout, award-winning design"
marketplace,nonprofit,blue,classic,yes,"Soothing monospace gallery, blue accents, classic layout, award-winning design"
webapp,creative,black,grid,no,"Clean sans-serif dashboard, black accents, grid layout, standard design"
event,developer,green,modern,no,"Minimal monospace gallery, green accents, modern layout, standard design"
landing,creative,orange,card-based,yes,"Soothing display grid, orange accents, card-based layout, award-winning design"
resume,developer,black,modern,yes,"Corporate classic grid, black accents, modern layout, award-winning design"
docs,professional,orange,grid,yes,"Minimal display sidebar, orange accents, grid layout, award-winning design"
marketplace,professional,orange,card-based,no,"Minimal classic charts, orange accents, card-based layout, standard design"
resume,health,neutral,minimal,yes,"Soothing modern cards, neutral accents, minimal layout, award-winning design"
dashboard,health,blue,modern,no,"Subtle monospace cards, blue accents, modern layout, standard design"
resume,subscription,orange,modern,no,"Warm display navigation, orange accents, modern layout, standard design"
blog,general,red,card-based,yes,"Soothing bold widgets, red accents, card-based layout, award-winning design"
education,photography,purple,grid,no,"Friendly professional typography, purple accents, grid layout, standard design"
dashboard,saas,neutral,one-page,no,"Large professional widgets, neutral accents, one-page layout, standard design"
marketplace,young,neutral,card-based,no,"Subtle classic charts, neutral accents, card-based layout, standard design"
education,ux,purple,classic,no,"Clean playful sections, purple accents, classic layout, standard design"
nonprofit,subscription,red,one-page,yes,"Corporate playful grid, red accents, one-page layout, award-winning design"
agency,creative,orange,minimal,no,"Large minimal CTA, orange accents, minimal layout, standard design"
marketplace,designer,purple,minimal,yes,"Subtle minimal cards, purple accents, minimal layout, award-winning design"
portfolio,subscription,orange,classic,yes,"Expressive playful typography, orange accents, classic layout, award-winning design"
event,enterprise,purple,modern,no,"Minimal monospace widgets, purple accents, modern layout, standard design"
portfolio,creative,neutral,classic,no,"Clean professional grid, neutral accents, classic layout, standard design"
docs,corporate,orange,classic,yes,"Large serif grid, orange accents, classic layout, award-winning design"
saas,young,neutral,grid,no,"Minimal display gallery, neutral accents, grid layout, standard design"
dashboard,corporate,green,grid,no,"Soothing sans-serif dashboard, green accents, grid layout, standard design"
landing,enterprise,orange,classic,yes,"Soothing sans-serif charts, orange accents, classic layout, award-winning design"
education,tech,orange,card-based,no,"Expressive monospace sidebar, orange accents, card-based layout, standard design"
agency,saas,purple,card-based,yes,"Subtle classic cards, purple accents, card-based layout, award-winning design"
webapp,ux,green,modern,yes,"Dark bold hero, green accents, modern layout, award-winning design"
education,photography,neutral,grid,no,"Friendly playful sidebar, neutral accents, grid layout, standard design"
saas,health,purple,grid,no,"Stylish monospace dashboard, purple accents, grid layout, standard design"
ecommerce,corporate,green,classic,no,"Subtle modern hero, green accents, classic layout, standard design"
webapp,saas,black,card-based,no,"Vibrant professional widgets, black accents, card-based layout, standard design"
education,enterprise,neutral,one-page,no,"Large classic dashboard, neutral accents, one-page layout, standard design"
event,creative,blue,grid,no,"Subtle modern charts, blue accents, grid layout, standard design"
landing,designer,green,one-page,yes,"Clean serif sections, green accents, one-page layout, award-winning design"
resume,enterprise,blue,card-based,no,"High-contrast playful metrics, blue accents, card-based layout, standard design"
resume,professional,green,classic,yes,"Expressive minimal sections, green accents, classic layout, award-winning design"
dashboard,startup,neutral,card-based,yes,"Clean professional navigation, neutral accents, card-based layout, award-winning design"
education,ux,orange,classic,no,"Expressive sans-serif hero, orange accents, classic layout, standard design"
webapp,developer,purple,card-based,no,"High-contrast minimal CTA, purple accents, card-based layout, standard design"
agency,general,orange,classic,yes,"Dark bold charts, orange accents, classic layout, award-winning design"
docs,photography,black,minimal,no,"Expressive classic sections, black accents, minimal layout, standard design"
marketplace,designer,purple,classic,yes,"Large sans-serif CTA, purple accents, classic layout, award-winning design"
agency,subscription,neutral,minimal,yes,"Large classic typography, neutral accents, minimal layout, award-winning design"
portfolio,corporate,red,modern,yes,"Friendly serif charts, red accents, modern layout, award-winning design"
portfolio,professional,black,card-based,no,"Dark sans-serif sections, black accents, card-based layout, standard design"
dashboard,developer,blue,classic,yes,"Friendly serif gallery, blue accents, classic layout, award-winning design"
ecommerce,young,orange,minimal,yes,"Dark monospace charts, orange accents, minimal layout, award-winning design"
nonprofit,enterprise,orange,one-page,no,"Stylish playful hero, orange accents, one-page layout, standard design"
agency,photography,black,classic,yes,"Stylish modern grid, black accents, classic layout, award-winning design"
marketplace,designer,black,one-page,no,"Readable monospace typography, black accents, one-page layout, standard design"
webapp,developer,orange,minimal,no,"Corporate serif navigation, orange accents, minimal layout, standard design"
event,professional,purple,grid,yes,"Clean sans-serif CTA, purple accents, grid layout, award-winning design"
docs,enterprise,blue,grid,no,"Subtle monospace sidebar, blue accents, grid layout, standard design"
nonprofit,saas,neutral,modern,yes,"Expressive classic metrics, neutral accents, modern layout, award-winning design"
landing,professional,neutral,modern,no,"Soothing sans-serif grid, neutral accents, modern layout, standard design"
marketplace,nonprofit,black,grid,no,"Subtle professional widgets, black accents, grid layout, standard design"
nonprofit,young,black,minimal,yes,"Stylish classic CTA, black accents, minimal layout, award-winning design"
event,nonprofit,neutral,modern,yes,"Soothing minimal navigation, neutral accents, modern layout, award-winning design"
marketplace,tech,black,grid,no,"Large bold gallery, black accents, grid layout, standard design"
marketplace,creative,red,minimal,no,"Subtle minimal widgets, red accents, minimal layout, standard design"
event,enterprise,black,minimal,yes,"High-contrast display hero, black accents, minimal layout, award-winning design"
event,enterprise,blue,grid,yes,"Subtle professional metrics, blue accents, grid layout, award-winning design"
dashboard,health,blue,modern,no,"Dark professional dashboard, blue accents, modern layout, standard design"
saas,saas,black,grid,yes,"Corporate classic charts, black accents, grid layout, award-winning design"
event,young,green,card-based,yes,"High-contrast serif hero, green accents, card-based layout, award-winning design"
marketplace,photography,red,modern,no,"Subtle serif typography, red accents, modern layout, standard design"
saas,developer,neutral,minimal,yes,"Soothing sans-serif sections, neutral accents, minimal layout, award-winning design"
dashboard,nonprofit,neutral,grid,yes,"High-contrast minimal cards, neutral accents, grid layout, award-winning design"
nonprofit,young,red,grid,no,"Vibrant professional sidebar, red accents, grid layout, standard design"
resume,photography,red,minimal,no,"Large sans-serif CTA, red accents, minimal layout, standard design"
webapp,nonprofit,neutral,one-page,no,"Large bold charts, neutral accents, one-page layout, standard design"
nonprofit,enterprise,neutral,classic,no,"Vibrant professional widgets, neutral accents, classic layout, standard design"
ecommerce,developer,green,card-based,no,"Readable playful cards, green accents, card-based layout, standard design"
ecommerce,ux,neutral,minimal,no,"Large classic hero, neutral accents, minimal layout, standard design"
docs,developer,blue,modern,yes,"Dark minimal CTA, blue accents, modern layout, award-winning design"
webapp,subscription,orange,classic,no,"Minimal modern dashboard, orange accents, classic layout, standard design"
webapp,nonprofit,orange,one-page,yes,"Soothing sans-serif typography, orange accents, one-page layout, award-winning design"
marketplace,startup,blue,card-based,yes,"Stylish sans-serif hero, blue accents, card-based layout, award-winning design"
landing,general,green,minimal,no,"Corporate minimal cards, green accents, minimal layout, standard design"
education,professional,blue,modern,no,"Subtle professional typography, blue accents, modern layout, standard design"
dashboard,health,purple,modern,no,"Friendly serif navigation, purple accents, modern layout, standard design"
portfolio,corporate,purple,minimal,no,"Stylish serif metrics, purple accents, minimal layout, standard design"
agency,ux,orange,minimal,yes,"Expressive bold gallery, orange accents, minimal layout, award-winning design"
nonprofit,saas,green,one-page,no,"Expressive sans-serif widgets, green accents, one-page layout, standard design"
docs,tech,red,minimal,no,"Subtle bold widgets, red accents, minimal layout, standard design"
blog,photography,orange,minimal,no,"Minimal sans-serif widgets, orange accents, minimal layout, standard design"
landing,tech,neutral,grid,no,"Soothing minimal typography, neutral accents, grid layout, standard design"
docs,nonprofit,green,card-based,yes,"Friendly classic dashboard, green accents, card-based layout, award-winning design"
nonprofit,enterprise,green,card-based,no,"High-contrast monospace navigation, green accents, card-based layout, standard design"
marketplace,tech,orange,minimal,yes,"Expressive playful cards, orange accents, minimal layout, award-winning design"
event,developer,green,minimal,yes,"Expressive playful charts, green accents, minimal layout, award-winning design"
education,enterprise,purple,grid,no,"Expressive professional metrics, purple accents, grid layout, standard design"
blog,health,orange,classic,no,"Dark playful CTA, orange accents, classic layout, standard design"
event,corporate,neutral,one-page,no,"Soothing modern gallery, neutral accents, one-page layout, standard design"
resume,designer,neutral,card-based,yes,"Friendly sans-serif gallery, neutral accents, card-based layout, award-winning design"
webapp,subscription,red,grid,yes,"Stylish bold typography, red accents, grid layout, award-winning design"
event,photography,red,minimal,yes,"Warm display hero, red accents, minimal layout, award-winning design"
resume,health,neutral,minimal,no,"Minimal sans-serif hero, neutral accents, minimal layout, standard design"
ecommerce,subscription,black,card-based,yes,"Soothing serif cards, black accents, card-based layout, award-winning design"
webapp,startup,green,grid,no,"Soothing playful charts, green accents, grid layout, standard design"
ecommerce,designer,blue,classic,yes,"Warm classic typography, blue accents, classic layout, award-winning design"
landing,young,red,one-page,yes,"Large modern typography, red accents, one-page layout, award-winning design"
resume,general,orange,grid,no,"Warm monospace grid, orange accents, grid layout, standard design"
marketplace,saas,red,card-based,no,"Clean monospace CTA, red accents, card-based layout, standard design"
blog,saas,blue,one-page,yes,"Friendly professional CTA, blue accents, one-page layout, award-winning design"
webapp,health,green,modern,yes,"Readable serif dashboard, green accents, modern layout, award-winning design"
landing,health,neutral,minimal,yes,"Subtle bold cards, neutral accents, minimal layout, award-winning design"
education,corporate,purple,classic,yes,"Clean playful metrics, purple accents, classic layout, award-winning design"
resume,designer,purple,classic,yes,"Friendly minimal gallery, purple accents, classic layout, award-winning design"
agency,professional,green,card-based,yes,"Warm professional charts, green accents, card-based layout, award-winning design"
webapp,ux,green,card-based,yes,"Vibrant serif gallery, green accents, card-based layout, award-winning design"
ecommerce,health,purple,grid,yes,"Corporate classic widgets, purple accents, grid layout, award-winning design"
ecommerce,general,orange,grid,no,"Vibrant minimal gallery, orange accents, grid layout, standard design"
agency,saas,neutral,grid,yes,"Expressive professional metrics, neutral accents, grid layout, award-winning design"
webapp,photography,purple,grid,no,"Soothing sans-serif cards, purple accents, grid layout, standard design"
marketplace,general,black,card-based,yes,"Dark playful navigation, black accents, card-based layout, award-winning design"
event,corporate,blue,card-based,no,"Stylish sans-serif typography, blue accents, card-based layout, standard design"
docs,startup,orange,classic,no,"Corporate classic dashboard, orange accents, classic layout, standard design"
portfolio,photography,neutral,card-based,yes,"Vibrant display typography, neutral accents, card-based layout, award-winning design"
saas,enterprise,neutral,one-page,yes,"Minimal bold navigation, neutral accents, one-page layout, award-winning design"
landing,corporate,purple,one-page,yes,"Minimal serif metrics, purple accents, one-page layout, award-winning design"
saas,saas,green,grid,no,"Dark monospace hero, green accents, grid layout, standard design"
saas,developer,neutral,minimal,yes,"Large playful dashboard, neutral accents, minimal layout, award-winning design"
landing,saas,blue,classic,yes,"Minimal monospace sections, blue accents, classic layout, award-winning design"
blog,nonprofit,orange,modern,yes,"Subtle bold hero, orange accents, modern layout, award-winning design"
docs,health,red,grid,no,"Vibrant sans-serif sections, red accents, grid layout, standard design"
marketplace,health,neutral,minimal,yes,"Friendly display widgets, neutral accents, minimal layout, award-winning design"
event,young,orange,grid,yes,"Large bold sidebar, orange accents, grid layout, award-winning design"
resume,photography,black,card-based,yes,"High-contrast classic navigation, black accents, card-based layout, award-winning design"
landing,startup,blue,classic,no,"Soothing monospace sidebar, blue accents, classic layout, standard design"
